created_at,pH,Relative_Humidity,Temperature,EC,N,P,K,temp,humidity
2023-02-05 02:00:00+05:30,2.9,70,18.3,99,146,10,14,14.8,62.46
2023-02-05 03:00:00+05:30,2.9,70,18.3,99,146,10,14.845,14.2,63.62
2023-02-05 04:00:00+05:30,2.9,70,18.3,99,146,10,14,13.7,64.38
2023-02-05 05:00:00+05:30,2.9,70,18.3,99,146,10,14,13,64.66
2023-02-05 06:00:00+05:30,2.9,70,18.3,99,146,10,14,12.3,66.32
2023-02-05 07:00:00+05:30,2.9,70,18.3,99,146,10,14,11.9,67.15
2023-02-05 08:00:00+05:30,2.9,70,18.3,99,146,10,14,11.6,67.55
2023-02-05 09:00:00+05:30,2.9,70,18.3,99,146,10,14,11,68.37
2023-02-05 10:00:00+05:30,2.9,70,18.3,99,146,10,14,10.7,67.83
2023-02-05 11:00:00+05:30,2.9,70,18.3,99,146,10,14,10.3,68.7
2023-02-05 12:00:00+05:30,2.9,70,18.3,99,146,10,14,10,68.16
2023-02-05 13:00:00+05:30,2.9,70,18.3,99,146,10,14,14.2,80.81
2023-02-05 14:00:00+05:30,2.9,70,18.3,99,146,10,14,12.1,61.4
2023-02-05 15:00:00+05:30,2.9,70,18.3,99,146,10,14,15.7,49.63
2023-02-05 16:00:00+05:30,2.9,70,18.3,99,146,10,14,22.4,34.3
2023-02-05 17:00:00+05:30,2.9,70,18.3,99,146,10,14,20,42.87
2023-02-05 18:00:00+05:30,2.9,70,18.3,99,146,10,14,21.6,39.38
2023-02-05 19:00:00+05:30,2.9,70,18.3,99,146,10,14,24.9,30.54
2023-02-05 20:00:00+05:30,2.9,70,18.3,99,146,10,14,22.9,34.44
2023-02-05 21:00:00+05:30,2.9,70,18.3,99,146,10,14,22.7,33.91
2023-02-05 22:00:00+05:30,2.9,70,18.3,99,146,10,14,22.8,41.92
2023-02-05 23:00:00+05:30,2.9,70,18.3,99,146,10,14,18.5,49.37
2023-02-06 00:00:00+05:30,2.9,70,18.3,99,146,10,14,15.6,49.6
2023-02-06 01:00:00+05:30,2.9,70,18.3,99,146,10,14,14.7,50.05
2023-02-06 02:00:00+05:30,2.9,70,18.3,99,146,10,14,14,51.64
2023-02-06 03:00:00+05:30,2.9,70,18.3,99,146,10,14,13.6,52.63
2023-02-06 04:00:00+05:30,2.9,70,18.3,99,146,10,14,13.2,53.64
2023-02-06 05:00:00+05:30,2.9,70,18.3,99,146,10,14,12.9,52.81
2023-02-06 06:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,52.71
2023-02-06 07:00:00+05:30,2.9,70,18.3,99,146,10,14,12.4,51.94
2023-02-06 08:00:00+05:30,2.9,70,18.3,99,146,10,14,13,50.29
2023-02-06 09:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,53.08
2023-02-06 10:00:00+05:30,2.9,70,18.3,99,146,10,14,11.1,57.81
2023-02-06 11:00:00+05:30,2.9,70,18.3,99,146,10,14,11.8,55.98
2023-02-06 12:00:00+05:30,2.9,70,18.3,99,146,10,14,11.6,57.12
2023-02-06 13:00:00+05:30,2.9,70,18.3,99,146,10,14,13.9,90.62
2023-02-06 14:00:00+05:30,2.9,70,18.3,99,146,10,14,13.9,60.15
2023-02-06 15:00:00+05:30,2.9,70,18.3,99,146,10,14,16.9,48.94
2023-02-06 16:00:00+05:30,2.9,70,18.3,99,146,10,14,20.4,54.41
2023-02-06 17:00:00+05:30,2.9,70,18.3,99,146,10,14,22.6,31.39
2023-02-06 18:00:00+05:30,2.9,70,18.3,99,146,10,14,24.1,28.87
2023-02-06 19:00:00+05:30,2.9,70,18.3,99,146,10,14,23.9,37.68
2023-02-06 20:00:00+05:30,2.9,70,18.3,99,146,10,14,25.2,27.99
2023-02-06 21:00:00+05:30,2.9,70,18.3,99,146,10,14,25.2,28.58
2023-02-06 22:00:00+05:30,2.9,70,18.3,99,146,10,14,23.7,50.77
2023-02-06 23:00:00+05:30,2.9,70,18.3,99,146,10,14,21.5,41.56
